,Metro station,lon,lat,Number of floors,type,Number of rooms,id,Area,floor,Price
985,Алтуфьево,37.582188,55.89032,12,panel,2.0,301176304,53.3,5,14200000.0
987,Алтуфьево,37.60894,55.900345,12,monolith,3.0,285764141,62.0,3,13300000.0
988,Алтуфьево,37.865417318411495,56.02798293699584,11,monolith,2.0,300586282,54.64,6,8603843.0
990,Алтуфьево,37.86919119956298,56.02622434428327,11,monolith,2.0,292472783,41.58,3,8000033.0
992,Алтуфьево,37.86919119956298,56.02622434428327,11,monolith,2.0,292472774,54.23,8,9095005.0
994,Алтуфьево,37.86919119956298,56.02622434428327,14,monolith,2.0,292472797,41.16,2,7278079.0
998,Алтуфьево,37.865417318411495,56.02798293699584,11,monolith,2.0,297928646,57.24,1,8293911.0
999,Алтуфьево,37.747586,55.981052,17,monolithBrick,2.0,297874735,49.75,13,6700000.0
1000,Алтуфьево,37.8691911996,56.0262243443,11,monolith,2.0,300132343,53.38,2,8653762.0
1001,Алтуфьево,37.8646478188009,56.024421442135,10,monolithBrick,2.0,301123376,42.51,5,7200000.0
1003,Алтуфьево,37.613512,55.893657,12,panel,3.0,300472732,61.4,2,14300000.0
1005,Алтуфьево,37.611033,55.901556,12,panel,3.0,299979836,62.2,11,16000000.0
1008,Аннино,37.5998680775201,55.5862639785565,30,monolith,1.0,296713412,41.0,2,9696500.0
1009,Аннино,37.581837,55.583571,22,monolith,1.0,301390261,41.0,3,14500000.0
1010,Аннино,37.5998680775201,55.5862639785565,30,monolith,0.0,298748301,25.9,10,7676760.0
1011,Аннино,37.607179,55.597485,9,panel,1.0,301129510,31.0,5,12499000.0
1012,Аннино,37.5998680775,55.5862639786,30,monolith,0.0,292234320,29.2,18,10395200.0
1014,Аннино,37.5998680775201,55.5862639785565,9,monolith,1.0,292234030,39.4,5,9838180.0
1015,Аннино,37.601196,55.589977,26,monolith,1.0,300329014,34.6,21,12900000.0
1016,Аннино,37.5824374490726,55.5826764625274,26,panel,1.0,300755282,35.0,11,12950000.0
1017,Аннино,37.582475,55.582665,26,monolith,1.0,300799595,35.1,2,14500000.0
1018,Аннино,37.5824077349731,55.5815474179261,26,panel,1.0,295113133,38.9,20,13187100.0
1019,Аннино,37.582475,55.581892,26,monolith,1.0,293720037,38.5,10,13200000.0
1021,Аннино,37.6120397634007,55.5867681423337,20,monolith,0.0,297274313,20.0,8,7590000.0
1025,Аннино,37.601196,55.589977,26,monolith,0.0,297474789,22.9,2,9150000.0
1027,Аннино,37.607412,55.593329,9,panel,1.0,300246282,24.8,3,8500000.0
1029,Аннино,37.581837,55.583571,22,monolith,0.0,298472983,23.5,20,10290000.0
1031,Аннино,37.606334,55.590343,9,monolith,1.0,300692930,26.5,5,9800000.0
1032,Аннино,37.5998680775201,55.5862639785565,30,monolith,1.0,301022919,42.2,2,12486980.0
1033,Аннино,37.6105474607302,55.5870639752529,33,monolith,0.0,278459607,20.0,7,8500000.0
1035,Аннино,37.590623,55.573317,14,monolith,1.0,298261972,26.2,1,6600000.0
1036,Аннино,37.5998680775,55.5862639786,30,monolith,0.0,298748255,27.6,4,7788720.0
1037,Аннино,37.593147,55.596142,16,panel,1.0,298508848,35.1,16,10200000.0
1038,Аннино,37.5998680775,55.5862639786,30,monolith,0.0,298748286,29.6,6,8142960.0
1039,Аннино,37.581424,55.582431,19,panel,1.0,300364675,35.3,19,10900000.0
1040,Аннино,37.5998680775201,55.5862639785565,30,monolith,0.0,292234433,32.8,2,10505840.0
1041,Аннино,37.598447,55.59224,17,panel,1.0,301180425,37.9,2,11900000.0
1042,Аннино,37.5998680775,55.5862639786,30,monolith,1.0,293650837,46.3,30,11468510.0
1043,Аннино,37.597064,55.588481,16,panel,1.0,301150219,38.0,11,11000000.0
1044,Аннино,37.5998680775,55.5862639786,30,monolith,1.0,301022965,37.7,24,12644580.0
1045,Аннино,37.608769,55.595181,16,panel,1.0,297460475,35.0,10,10500000.0
1046,Аннино,37.5998680775201,55.5862639785565,7,monolith,1.0,296713428,40.4,2,12899720.0
1047,Аннино,37.587847,55.574803,14,panel,1.0,299404103,41.0,8,10500000.0
1048,Аннино,37.5998680775,55.5862639786,30,monolith,0.0,296110745,23.4,17,7766460.0
1050,Аннино,37.5998680775,55.5862639786,30,monolith,1.0,301022937,36.7,10,12276150.0
1051,Аннино,37.609514,55.590699,12,panel,1.0,300949089,36.3,5,9990000.0
1052,Аннино,37.5998680775201,55.5862639785565,30,monolith,1.0,293650765,35.9,16,9840190.0
1053,Аннино,37.608688,55.589346,9,panel,1.0,301081338,35.0,9,10500000.0
1055,Аннино,37.598339,55.591259,17,panel,1.0,297760477,38.3,16,10450000.0
1057,Аннино,37.610332,55.589656,17,panel,1.0,299241007,38.0,17,10600000.0
1058,Аннино,37.5998680775201,55.5862639785565,9,monolith,0.0,298748287,24.2,8,7835960.0
1059,Аннино,37.601268,55.589341,26,monolith,0.0,301251733,33.9,12,12100000.0
1060,Аннино,37.5998680775201,55.5862639785565,30,monolith,1.0,301022943,43.0,3,13291300.0
1063,Аннино,37.608958,55.592429,14,panel,1.0,299987453,37.7,13,11600000.0
1064,Аннино,37.582475,55.581892,26,panel,1.0,295113188,35.0,19,14140000.0
1065,Аннино,37.599822,55.596457,23,monolith,1.0,294963357,42.8,19,16400000.0
1067,Аннино,37.590623,55.573317,14,panel,1.0,301002170,39.0,10,10500000.0
1068,Аннино,37.5998680775201,55.5862639785565,30,monolith,1.0,292234069,47.0,7,10974500.0
1071,Аннино,37.610997,55.58754,20,monolith,1.0,299964170,37.1,4,11750000.0
1074,Аннино,37.5998680775201,55.5862639785565,30,monolith,1.0,292234291,64.7,9,17132560.0
1075,Аннино,37.581837,55.583571,19,monolith,1.0,301310712,49.8,4,22000000.0
1076,Аннино,37.5824374490726,55.5826764625274,26,panel,1.0,295113175,35.5,23,13490000.0
1078,Аннино,37.5824374490726,55.5826764625274,26,panel,1.0,295113146,41.7,24,14173830.0
1079,Аннино,37.601196,55.589977,26,monolith,0.0,300844127,34.6,20,12300000.0
1081,Аннино,37.598115,55.594056,22,monolith,1.0,300922960,47.3,8,18447000.0
1082,Аннино,37.5824374490726,55.5826764625274,26,panel,1.0,296031648,39.0,23,14313000.0
1083,Аннино,37.610332,55.589656,17,panel,1.0,299573301,38.5,12,10600000.0
1084,Аннино,37.6116387732,55.5864643148,33,monolith,1.0,300346317,36.22,7,11648774.0
1086,Аннино,37.6120397634,55.5867681423,20,monolith,1.0,299512659,34.04,20,11414461.0
1087,Аннино,37.581837,55.583571,19,monolith,1.0,300700630,44.7,7,14999900.0
1088,Аннино,37.6122664101,55.5871266568,33,monolith,1.0,299512499,34.28,28,10647401.0
1089,Аннино,37.604232,55.592378,12,panel,1.0,300102802,35.0,5,9500000.0
1090,Аннино,37.6116387732,55.5864643148,33,monolith,1.0,299512364,34.22,2,10539707.0
1091,Аннино,37.601672,55.590384,26,panel,1.0,301231779,33.9,19,13500000.0
1092,Аннино,37.5998680775201,55.5862639785565,9,monolith,2.0,281850096,54.3,5,12934260.0
1094,Аннино,37.5998680775201,55.5862639785565,30,monolith,3.0,284049959,74.9,19,22207850.0
1095,Аннино,37.58084,55.581714,27,monolith,2.0,300064294,55.5,13,14800000.0
1096,Аннино,37.5998680775201,55.5862639785565,30,monolith,2.0,296713459,56.8,10,13387760.0
1097,Аннино,37.581837,55.583571,23,monolith,2.0,300794127,48.6,18,19500000.0
1098,Аннино,37.5998680775201,55.5862639785565,30,monolith,2.0,282785965,64.1,22,18377470.0
1099,Аннино,37.590677,55.583047,21,monolith,2.0,295462972,56.6,15,17950000.0
1100,Аннино,37.5824077349731,55.5815474179261,26,panel,2.0,299565304,57.8,20,16357400.0
1101,Аннино,37.596696,55.587194,16,panel,3.0,299354605,73.0,15,27000000.0
1102,Аннино,37.5787872012229,55.5824304332109,26,panel,3.0,301042513,78.9,9,22959900.0
1103,Аннино,37.5948,55.588603,16,panel,2.0,299183582,52.0,14,13400000.0
1104,Аннино,37.582475,55.581892,26,panel,2.0,301130384,55.6,18,17130600.0
1106,Аннино,37.582475,55.581892,26,panel,3.0,299607647,79.0,9,22852000.0
1107,Аннино,37.598339,55.591259,17,panel,2.0,291641709,52.0,2,14400000.0
1109,Аннино,37.604232,55.592378,12,panel,2.0,300804494,48.2,7,11600000.0
1114,Аннино,37.5998680775201,55.5862639785565,30,monolith,2.0,301022956,55.7,26,16966220.0
1115,Аннино,37.603945,55.583846,25,monolith,2.0,300446660,56.2,25,20000000.0
1118,Аннино,37.5998680775201,55.5862639785565,30,monolith,2.0,294513394,61.1,4,13576420.0
1121,Аннино,37.629601,54.829233,12,monolith,3.0,300015340,112.5,4,14000000.0
1123,Аннино,37.587847,55.574803,12,panel,2.0,300928373,51.0,9,12500000.0
1125,Аннино,37.604232,55.592378,12,panel,3.0,300607796,63.5,1,12200000.0
1129,Аннино,37.5948,55.588603,16,panel,3.0,299899341,65.0,13,14500000.0
1133,Аннино,37.61098623925133,55.58754254589461,20,monolith,2.0,300351570,36.0,6,11150000.0
1135,Аннино,37.771759,55.398615,15,panel,2.0,301252685,56.2,12,7800000.0
1137,Южная,37.59688250657373,55.51986987672235,17,monolith,2.0,296383822,39.3,8,7200000.0
1138,Аннино,37.5998680775201,55.5862639785565,30,monolith,2.0,288378007,67.7,3,18028510.0
1139,Аннино,37.590982,55.596106,16,panel,3.0,298982419,66.0,8,14500000.0
1141,Аннино,37.590623,55.573317,14,panel,2.0,299109543,50.4,5,12700000.0
1144,Аннино,37.5998680775201,55.5862639785565,30,monolith,2.0,296713437,63.2,21,18397520.0
1147,Аннино,82.877221,54.969652,18,monolith,2.0,300492836,45.9,4,5290000.0
1150,Аннино,37.5998680775201,55.5862639785565,30,monolith,2.0,296713466,54.5,11,15919450.0
1151,Аннино,37.58641,55.603863,9,panel,3.0,301033322,58.0,2,12500000.0
1153,Аннино,37.597064,55.588481,16,panel,3.0,301157780,72.2,4,17500000.0
1154,Аннино,37.5998680775201,55.5862639785565,30,monolith,3.0,299925700,82.1,2,22339410.0
1155,Аннино,37.607889,55.594011,9,panel,2.0,299671273,50.0,8,15500000.0
1156,Аннино,37.5824374490726,55.5826764625274,26,panel,2.0,295113174,56.2,23,16466600.0
1157,Аннино,37.60125,55.579047,16,panel,3.0,299786398,64.1,6,14300000.0
1158,Аннино,37.5824665099348,55.5822783515599,19,panel,2.0,300180097,56.7,19,17683200.0
1159,Аннино,37.583284,55.597922,9,panel,3.0,295731124,57.0,9,14290000.0
1160,Аннино,37.5998680775201,55.5862639785565,30,monolith,2.0,286729326,66.4,13,14953280.0
1161,Аннино,37.581837,55.583571,19,monolith,2.0,296465953,40.2,15,15200000.0
1164,Аннино,37.5824374491,55.5826764625,26,panel,2.0,295113159,59.9,21,17700450.0
1166,Аннино,37.5998680775201,55.5862639785565,30,monolith,2.0,288377890,57.7,30,16571440.0
1167,Аннино,37.607889,55.594011,9,panel,3.0,297551802,60.0,5,13500000.0
1169,Аннино,37.59409,55.593222,17,panel,3.0,298846721,78.0,17,19700000.0
1172,Аннино,37.5998680775201,55.5862639785565,30,monolith,2.0,296713456,59.0,8,17021500.0
1175,Спортивная,37.540344,55.23905,5,panel,3.0,298599134,68.0,4,6800000.0
1176,Арбатская,37.592285,55.750069,8,monolith,1.0,274788987,111.7,8,88184211.0
1178,Арбатская,37.592285,55.750069,8,monolith,4.0,274789013,222.5,5,159263158.0
1180,Арбатская,37.592285,55.750069,8,monolith,4.0,274788985,180.7,8,266294737.0
1182,Арбатская,37.587623,55.748007,6,brick,4.0,298983950,95.0,5,72000000.0
1183,Арбатская,37.587623,55.748007,6,brick,4.0,300690374,95.0,5,72000000.0
1184,Арбатская,37.58482,55.734917,10,brick,4.0,298847431,206.6,1,420000000.0
1185,Арбатская,37.587685,55.747307,6,monolith,4.0,293888101,201.0,3,140000000.0
1187,Арбатская,37.587685,55.747307,6,monolithBrick,4.0,293906419,200.0,3,140000000.0
1189,Арбатская,37.592177,55.750089,8,monolithBrick,4.0,281889962,330.0,5,290000000.0
1191,Арбатская,37.5936,55.7499,5,monolith,4.0,293666101,140.0,4,94000000.0
1192,Арбатская,37.599561,55.749582,8,monolith,4.0,297590813,180.0,2,170000000.0
1193,Арбатская,37.587623,55.748007,6,monolith,4.0,297680385,98.0,5,72000000.0
1195,Арбатская,37.587623,55.748007,7,brick,4.0,300548969,165.7,2,114000000.0
1197,Арбатская,37.599561,55.749582,8,monolithBrick,4.0,299651859,180.0,2,170000000.0
1200,Арбатская,37.594881,55.75823,7,brick,4.0,299575028,117.6,3,99990000.0
1201,Арбатская,37.597477,55.759552,5,brick,4.0,300542974,116.0,5,74990000.0
1204,Арбатская,37.597872,55.749603,8,monolith,4.0,274970246,207.0,6,450000000.0
1205,Арбатская,37.59171,55.75134,6,brick,4.0,300539704,113.6,5,53999000.0
1207,Арбатская,37.59445,55.748432,4,brick,4.0,220126243,149.0,3,139000000.0
1208,Арбатская,37.596821,55.746208,17,panel,4.0,295989074,157.0,17,150000000.0
1209,Арбатская,37.597477,55.759552,5,brick,4.0,292017256,116.0,5,74990000.0
1211,Арбатская,37.603154,55.758585,5,brick,4.0,300527124,95.7,3,79500000.0
1212,Арбатская,37.588907,55.747485,6,brick,4.0,297624203,110.0,4,62000000.0
1215,Арбатская,37.59171,55.75134,6,brick,4.0,294305168,113.0,5,53999000.0
1216,Арбатская,37.599265,55.748382,5,brick,4.0,299118069,81.0,1,48500000.0
1219,Арбатская,37.598052,55.758357,6,brick,4.0,298068778,123.0,2,109900000.0
1220,Арбатская,37.594279,55.749714,6,monolith,0.0,300186788,78.7,2,180000000.0
1221,Арбатская,37.587685,55.747307,5,monolith,4.0,298560697,201.0,3,140000000.0
1227,Арбатская,37.597486,55.747642,6,brick,4.0,298637776,71.0,3,45500000.0
1230,Арбатская,37.5936,55.7499,6,brick,4.0,301360086,140.0,4,94000000.0
1235,Арбатская,37.604223,55.758934,5,monolith,4.0,280068241,112.6,3,160000000.0
1238,Арбатская,37.588413,55.755859,7,brick,1.0,300710355,32.0,6,21580000.0
1239,Арбатская,37.593731,55.747297,6,brick,4.0,298811437,116.4,6,96000000.0
1242,Арбатская,37.598555,55.748579,9,brick,4.0,293030412,225.7,3,169275000.0
1245,Арбатская,37.588485,55.747277,6,brick,4.0,298504664,150.0,5,77000000.0
1246,Арбатская,37.595123,55.748113,12,brick,1.0,298822534,46.0,5,35000000.0
1248,Арбатская,37.589698,55.750925,4,brick,4.0,300342962,152.0,4,78000000.0
1250,Арбатская,37.601439,55.74333,7,brick,4.0,266931748,163.0,2,110000000.0
1251,Арбатская,37.589725,55.747743,5,monolith,4.0,256810193,215.0,3,139900000.0
1254,Арбатская,37.592761,55.750494,7,brick,4.0,289035419,330.7,5,220000000.0
1255,Арбатская,37.598555,55.748579,9,brick,4.0,300875900,190.0,4,175000000.0
1257,Арбатская,37.588907,55.747485,6,brick,4.0,300005783,110.0,4,60000000.0
1258,Арбатская,37.593731,55.747297,6,brick,4.0,277354423,116.4,5,79000000.0
1259,Арбатская,37.590021,55.748113,4,monolith,4.0,292849378,124.6,3,104900000.0
1260,Арбатская,37.5895374169819,55.7487617544371,5,monolith,2.0,280427150,178.6,3,150400000.0
1261,Арбатская,37.60319,55.759567,5,monolith,3.0,293668197,150.8,4,219580001.0
1262,Арбатская,37.592285,55.750069,8,monolith,2.0,284404561,121.2,8,159473684.0
1264,Арбатская,37.5895374169819,55.7487617544371,5,monolith,3.0,291467888,133.6,4,146300000.0
1266,Арбатская,37.592285,55.750069,8,monolith,3.0,299053644,128.6,7,128600000.0
1267,Арбатская,37.589787,55.746851,8,brick,3.0,300812059,91.8,2,63800000.0
1268,Арбатская,37.592285,55.750069,8,monolith,3.0,274789015,154.2,4,146084211.0
1270,Арбатская,37.5895374169819,55.7487617544371,5,monolith,2.0,274788002,201.7,3,180468421.0
1271,Арбатская,37.586661,55.74754,8,brick,3.0,300006012,81.0,8,50000000.0
1272,Арбатская,37.589537417,55.7487617544,5,monolith,3.0,294880595,343.6,5,647924211.0
1273,Арбатская,37.586661,55.74754,8,brick,3.0,300539749,81.0,8,50000000.0
1274,Арбатская,37.5895374169819,55.7487617544371,5,monolith,3.0,274788020,200.2,5,410936842.0
1276,Арбатская,37.5895374169819,55.7487617544371,5,monolith,3.0,291467891,190.4,4,289750000.0
1279,Арбатская,37.584146,55.753195,10,brick,3.0,299880315,91.9,7,57000000.0
1283,Арбатская,37.5936,55.7499,6,brick,3.0,290012384,140.0,4,94000000.0
1285,Арбатская,37.589787,55.746851,8,monolithBrick,3.0,301206268,92.0,2,63800000.0
1286,Арбатская,37.5895374169819,55.7487617544371,5,monolith,3.0,274788015,143.4,5,236987368.0
1289,Арбатская,37.5936,55.7499,5,brick,3.0,270113671,140.0,4,94000000.0
1298,Арбатская,37.586661,55.74754,8,monolith,3.0,301258695,106.3,8,65000000.0
1303,Арбатская,37.599247,55.748939,7,brick,2.0,300542685,43.4,5,28999000.0
1304,Арбатская,37.601466,55.757293,4,brick,2.0,299932467,42.9,2,36500000.0
1305,Арбатская,37.59595,55.756883,7,brick,3.0,300005747,56.5,7,44500000.0
1306,Арбатская,37.58482,55.734917,6,monolithBrick,3.0,300707882,149.6,4,230000000.0
1308,Арбатская,37.594279,55.749714,7,brick,3.0,294880348,128.3,4,185000000.0
1309,Арбатская,37.59595,55.756883,7,brick,3.0,300005751,71.0,7,55900000.0
1312,Арбатская,37.589787,55.746851,8,brick,3.0,299023289,92.0,2,63800000.0
1317,Арбатская,37.595609,55.748919,12,block,2.0,299520473,40.0,6,25000000.0
1318,Арбатская,37.599265,55.748382,5,monolith,3.0,301337490,92.0,5,79000000.0
1319,Арбатская,37.594405,55.748939,6,brick,3.0,297453251,84.6,5,75000000.0
1321,Арбатская,37.597477,55.759552,5,brick,3.0,300294353,112.0,3,100000000.0
1323,Арбатская,37.599561,55.749582,8,monolithBrick,3.0,300109317,162.0,2,179000000.0
1329,Арбатская,37.585089,55.754071,6,brick,3.0,294081699,90.0,4,95000000.0
1331,Арбатская,37.585089,55.75319,4,brick,2.0,298580425,50.1,3,28000000.0
1332,Арбатская,37.588907,55.747485,6,brick,3.0,299286913,109.0,4,62000000.0
1333,Арбатская,37.589787,55.746851,8,brick,3.0,299853828,92.0,2,63800000.0
1334,Арбатская,37.592482,55.748321,9,brick,2.0,299790859,37.0,8,22800000.0
1336,Арбатская,37.593542,55.746056,16,panel,2.0,297156868,40.0,8,23000000.0
1340,Арбатская,37.593381,55.747267,7,brick,2.0,299696623,40.9,5,28000000.0
1344,Аэропорт,37.543145287378,55.793752258287,41,monolith,1.0,301275528,40.2,11,33369885.0
1345,Аэропорт,37.541853,55.79307,41,monolith,4.0,298980804,91.0,6,84990000.0
1346,Аэропорт,37.521682566306986,55.81202757989051,29,monolith,1.0,297983503,39.0,10,18524220.0
1347,Аэропорт,37.542213,55.794173,37,monolith,4.0,300417156,112.8,10,110000000.0
1348,Аэропорт,37.521682566306986,55.81202757989051,29,monolith,0.0,297983490,28.5,2,14147400.0
1349,Аэропорт,37.541853,55.79307,41,monolith,4.0,300635498,164.0,20,115000000.0
1350,Аэропорт,37.521682566306986,55.81202757989051,29,monolith,4.0,300485864,114.7,18,49733920.0
1351,Аэропорт,37.541018,55.793875,37,monolith,4.0,300650969,88.4,10,78500000.0
1352,Аэропорт,37.521682566306986,55.81202757989051,29,monolith,1.0,298280505,42.6,27,22688760.0
1353,Аэропорт,37.541853,55.79307,41,monolith,4.0,301405516,132.9,7,80000000.0
1354,Аэропорт,37.521843498848085,55.81223903077471,25,monolith,4.0,297983381,106.9,22,52295480.0
1355,Аэропорт,37.533508,55.808827,4,brick,0.0,299648778,13.9,3,6650000.0
1356,Аэропорт,37.521843498848085,55.81223903077471,25,monolith,4.0,297983412,118.7,13,66258340.0
1357,Аэропорт,37.540533,55.793313,40,monolith,4.0,300193785,215.6,35,226380000.0
1358,Аэропорт,37.52173084606928,55.81208195311757,27,monolith,0.0,300215440,30.1,2,16232418.0
1359,Аэропорт,37.540533,55.793313,40,monolith,1.0,299890518,41.5,9,32000000.0
1360,Аэропорт,37.543145287378,55.793752258287,41,monolith,4.0,301041511,133.7,16,98068517.0
1361,Аэропорт,37.540533,55.793313,40,monolith,1.0,299860952,45.5,3,34500000.0
1362,Аэропорт,37.52173084606928,55.81208195311757,27,monolith,1.0,300485858,48.5,3,21951100.0
1363,Аэропорт,37.541853,55.79307,41,monolith,1.0,299860953,40.5,9,27000000.0
1364,Аэропорт,37.521682566307,55.8120275798905,7,monolith,1.0,299459161,44.6,6,27730317.0
1365,Аэропорт,37.540533,55.793313,40,monolith,1.0,292933473,41.1,16,31500000.0
1366,Аэропорт,37.521843498848085,55.81223903077471,25,monolith,1.0,299459171,47.2,8,24223040.0
1367,Аэропорт,37.542213,55.794173,41,monolith,4.0,293781651,112.8,10,110000000.0
1368,Аэропорт,37.5411235376332,55.7940583646277,41,monolith,4.0,301041418,132.1,22,102316445.0
1369,Аэропорт,37.542213,55.794173,37,monolith,1.0,300861929,48.0,37,40000000.0
1370,Аэропорт,37.521682566307,55.8120275798905,8,monolith,1.0,300576125,51.0,6,29206170.0
1371,Аэропорт,37.542213,55.794173,41,monolith,4.0,285243200,138.2,26,137000000.0
1372,Аэропорт,37.541862,55.79307,41,monolith,4.0,301041422,131.0,38,111182375.0
1373,Аэропорт,37.536823,55.789391,15,monolith,0.0,278701338,44.7,2,17115995.0
1374,Аэропорт,37.52173084606928,55.81208195311757,27,monolith,1.0,300215434,40.4,13,21056480.0
1376,Аэропорт,37.521044200562,55.812411211435,20,monolith,0.0,297983441,23.8,16,14596754.0
1377,Аэропорт,37.536823,55.789391,15,monolith,0.0,278701200,31.9,2,12338464.0
1378,Аэропорт,37.543145287378,55.793752258287,41,monolith,4.0,301041540,197.0,40,214729050.0
1379,Аэропорт,37.541853,55.79307,41,monolith,1.0,301364480,40.7,18,26500000.0
1380,Аэропорт,37.543145287378,55.793752258287,41,monolith,4.0,301041521,137.5,24,94697365.0
1381,Аэропорт,37.527498,55.798323,19,monolithBrick,4.0,287648831,180.0,9,75000000.0
1382,Аэропорт,37.52173084606928,55.81208195311757,27,monolith,1.0,300215429,42.2,2,20184260.0
1383,Аэропорт,37.520671,55.79848,57,monolith,4.0,298826487,213.8,19,120000000.0
1384,Аэропорт,37.541862,55.79307,41,monolith,4.0,301041432,132.1,38,107276254.0
1385,Аэропорт,37.5215591846928,55.8123145487875,20,monolith,1.0,298481895,42.8,9,19500000.0
1386,Аэропорт,37.52173084606928,55.81208195311757,27,monolith,4.0,300215412,104.3,23,50356040.0
1387,Аэропорт,37.520671,55.79848,57,brick,4.0,289296007,156.0,49,110000000.0
1388,Аэропорт,37.52173084606928,55.81208195311757,27,monolith,1.0,300215443,49.6,2,22106720.0
1390,Аэропорт,37.521843498848085,55.81223903077471,25,monolith,0.0,297983375,26.4,24,15499308.0
1391,Аэропорт,37.523204,55.790787,15,monolith,1.0,279125910,33.0,6,17000000.0
1392,Аэропорт,37.5405123772538,55.7933446036451,40,monolith,4.0,301041560,131.9,39,145566606.0
1393,Аэропорт,37.533068,55.808756,8,monolith,0.0,301265700,18.0,7,9200000.0
1394,Аэропорт,37.521682566306986,55.81202757989051,29,monolith,0.0,297983472,28.4,8,17287080.0
1395,Аэропорт,37.531379,55.812595,6,block,0.0,299506150,31.0,5,10500000.0
1396,Аэропорт,37.521843498848085,55.81223903077471,25,monolith,0.0,297983384,32.7,10,18681019.0
1397,Аэропорт,37.5210442006,55.8124112114,21,monolith,0.0,300003777,25.7,6,13500000.0
1398,Аэропорт,37.521843498848085,55.81223903077471,25,monolith,1.0,299459174,45.7,4,24874510.0
1399,Аэропорт,37.5212695061,55.8124112115,20,monolith,0.0,299516225,26.0,9,15000000.0
1400,Аэропорт,37.52173084606928,55.81208195311757,27,monolith,1.0,301266098,47.5,25,23764250.0
1402,Аэропорт,37.5216825663,55.8120275799,29,monolith,1.0,299742351,54.7,25,29094930.0
1403,Аэропорт,37.545995,55.80653,32,monolith,4.0,300371954,150.0,3,49000000.0
1404,Аэропорт,37.521682566306986,55.81202757989051,29,monolith,1.0,300339509,37.3,4,19239340.0
1405,Аэропорт,37.540533,55.793313,37,monolithBrick,4.0,300568716,158.3,22,155000000.0
1406,Аэропорт,37.5216825663,55.8120275799,29,monolith,1.0,299343831,38.4,4,19841280.0
1407,Аэропорт,37.541853,55.79307,42,monolith,1.0,286542367,42.0,13,27500000.0
1408,Аэропорт,37.521682566306986,55.81202757989051,29,monolith,1.0,300887220,41.2,22,21415760.0
1409,Аэропорт,37.536823,55.789391,15,monolithBrick,1.0,299390037,33.0,3,15000000.0
1411,Аэропорт,37.532196,55.812438,6,monolithBrick,0.0,295229925,29.0,1,2650000.0
1412,Аэропорт,37.532196,55.812438,6,monolithBrick,0.0,296739643,30.0,5,2890500.0
1413,Аэропорт,37.514652,55.811063,14,monolith,0.0,289747788,70.0,1,5969000.0
1414,Аэропорт,37.532196,55.812438,6,monolithBrick,0.0,295230105,30.0,1,3736000.0
1415,Аэропорт,37.532196,55.812438,6,monolithBrick,0.0,300248477,55.0,5,4900000.0
1416,Аэропорт,37.531379,55.812595,6,monolithBrick,0.0,300234064,55.0,3,5900000.0
1417,Аэропорт,37.532196,55.812438,6,monolithBrick,0.0,300066927,20.0,1,3300000.0
1418,Аэропорт,37.531379,55.812595,6,monolithBrick,0.0,300441465,35.0,3,4000000.0
1419,Аэропорт,37.532196,55.812438,6,monolithBrick,0.0,296154281,60.0,1,6990000.0
1420,Аэропорт,37.531379,55.812595,6,monolithBrick,0.0,300442102,25.0,2,4500000.0
1421,Аэропорт,37.532196,55.812438,6,monolithBrick,0.0,300248152,70.0,2,6900000.0
1422,Аэропорт,37.531379,55.812595,6,monolithBrick,0.0,300233925,40.0,2,4500000.0
1423,Аэропорт,37.532196,55.812438,6,monolithBrick,0.0,300248297,65.0,1,6000000.0
1424,Аэропорт,37.531379,55.812595,6,monolithBrick,0.0,298508487,45.0,5,6700000.0
1425,Аэропорт,37.532196,55.812438,6,monolithBrick,0.0,300248388,20.0,4,4400000.0
1426,Аэропорт,37.531379,55.812595,6,monolithBrick,0.0,300441878,20.0,5,4450000.0
1427,Аэропорт,37.531379,55.812595,6,monolithBrick,0.0,300441497,30.0,3,4500000.0
1428,Аэропорт,37.521682566306986,55.81202757989051,29,monolith,2.0,297983491,64.8,5,27915840.0
1429,Аэропорт,37.541018,55.793875,5,monolith,2.0,301162518,69.3,3,52000000.0
1430,Аэропорт,37.543145287378,55.793752258287,41,monolith,3.0,301041442,64.8,2,43382355.0
1431,Аэропорт,37.543183,55.793698,41,monolith,3.0,301162520,88.3,17,58500000.0
1432,Аэропорт,37.521843498848085,55.81223903077471,25,monolith,3.0,297983408,79.2,18,31674060.0
1433,Аэропорт,37.540533,55.793313,36,monolith,3.0,301108941,70.6,9,52000000.0
1434,Аэропорт,37.521682566306986,55.81202757989051,29,monolith,2.0,297992122,63.6,18,29981040.0
1435,Аэропорт,37.540533,55.793313,40,monolith,2.0,298562397,81.7,3,59500000.0
1436,Аэропорт,37.521682566307,55.8120275798905,7,monolith,3.0,298879781,104.3,3,52619767.0
1437,Аэропорт,37.541853,55.79307,41,monolith,3.0,300468311,97.2,37,72500000.0
1438,Аэропорт,37.521682566307,55.8120275798905,6,monolith,3.0,298879761,108.0,6,61553844.0
1439,Аэропорт,37.541018,55.793875,37,monolith,2.0,300670564,74.7,4,46500000.0
1440,Аэропорт,37.543145287378,55.793752258287,41,monolith,2.0,301041476,71.8,14,54519472.0
1441,Аэропорт,37.520671,55.79848,22,monolith,3.0,300117351,116.2,18,75000000.0
1442,Аэропорт,37.521044200562,55.812411211435,21,monolith,3.0,297983423,98.8,11,46860840.0
