,Metro station,lon,lat,Number of floors,type,Number of rooms,id,Area,floor,Price
23353,Филёвский парк,37.49665,55.71806,14,monolith,2.0,299460217,49.2,12,32900000.0
23354,Филёвский парк,37.497557,55.717452,14,monolith,3.0,297314506,69.9,2,44000000.0
23360,Филёвский парк,37.49665,55.71806,14,monolith,2.0,301323105,51.0,12,36000000.0
23361,Филёвский парк,37.496632,55.716899,14,monolith,3.0,295374750,70.0,7,38900000.0
23363,Филёвский парк,37.496632,55.716899,12,monolith,2.0,301229947,69.0,7,40000000.0
23364,Филёвский парк,37.496632,55.716899,14,monolith,2.0,300509136,68.9,7,38878000.0
23365,Филёвский парк,37.497557,55.717452,14,monolith,3.0,286552260,70.0,2,44000000.0
23366,Филёвский парк,37.496632,55.716899,14,monolith,2.0,300509121,68.7,3,38500000.0
23367,Филёвский парк,37.496632,55.716899,14,monolith,2.0,300650858,43.1,4,25644000.0
23373,Филёвский парк,37.497557,55.717452,14,monolith,3.0,298778755,81.0,6,44360000.0
23375,Филёвский парк,37.496614,55.745863,9,brick,2.0,300770138,43.0,5,16590000.0
23376,Филёвский парк,37.494862,55.741262,16,panel,2.0,289532248,60.3,13,22000000.0
23377,Филёвский парк,37.494395,55.735773,22,monolith,2.0,299230578,68.2,17,33300000.0
23378,Филёвский парк,37.499866,55.736184,28,monolith,2.0,300935062,64.0,24,42000000.0
23380,Филёвский парк,37.486257,55.74447,5,brick,3.0,301037667,57.0,4,17700000.0
23384,Филёвский парк,37.478181,55.725539,9,monolith,2.0,293847506,44.0,8,16100000.0
23387,Филёвский парк,37.497036,55.746436,9,brick,2.0,271628366,41.0,7,18000000.0
23389,Филёвский парк,37.500872,55.746416,9,brick,3.0,301160889,57.1,5,24300000.0
23391,Филёвский парк,37.496974,55.737811,18,monolithBrick,2.0,301222361,56.4,1,17500000.0
23395,Филёвский парк,37.497036,55.746436,9,brick,2.0,300568641,41.0,5,17990000.0
23396,Филёвский парк,37.496012,55.738814,12,brick,2.0,301311011,49.9,6,22990000.0
23398,Филёвский парк,37.478181,55.725539,9,panel,2.0,295190884,45.0,5,14000000.0
23400,Филёвский парк,37.489931,55.736696,5,brick,3.0,300643238,77.0,5,24700000.0
23403,Филёвский парк,37.494279,55.738069,10,brick,2.0,293626866,48.5,2,17400000.0
23405,Филёвский парк,37.497171,55.735971,12,panel,2.0,300749275,52.0,10,21900000.0
23409,Фили,37.513071,55.764121,29,monolith,0.0,299212014,29.9,22,18900000.0
23411,Фили,37.525867,55.752333,50,monolith,4.0,298982356,100.0,14,56000000.0
23415,Фили,37.516727,55.759785,32,monolith,1.0,298159475,35.0,3,19000000.0
23418,Фили,37.517356,55.760408,33,monolith,0.0,300557025,17.4,16,17435251.0
23419,Фили,37.513332,55.756964,28,monolith,4.0,299930308,135.1,25,59900000.0
23423,Фили,37.518695,55.749152,20,monolith,4.0,300179654,123.0,4,52000000.0
23425,Фили,37.511084,55.754296,16,monolith,4.0,300396734,96.0,3,51500000.0
23426,Фили,37.517356,55.760408,33,monolith,4.0,296774483,82.7,3,45403179.0
23427,Фили,37.513332,55.756964,28,monolith,4.0,298434619,125.0,2,48000000.0
23431,Фили,37.517356,55.760408,33,monolith,4.0,301314173,80.0,14,37000000.0
23433,Фили,37.513628,55.760991,34,monolith,1.0,301019177,36.0,31,22000000.0
23435,Фили,37.513565,55.760965,36,monolith,1.0,296082953,32.8,15,22960000.0
23436,Фили,37.5078063512008,55.7597681819349,16,monolithBrick,1.0,296921072,43.8,6,23573817.0
23437,Фили,37.5211891489,55.7461635575,45,monolith,1.0,299712156,41.0,2,28500000.0
23443,Фили,37.519494,55.748283,20,monolith,1.0,301103443,40.0,10,22900000.0
23445,Фили,37.513071,55.764121,24,monolith,1.0,294594280,30.0,21,14000000.0
23446,Фили,37.5078063512008,55.7597681819349,20,monolithBrick,1.0,296921128,51.1,3,26659227.0
23455,Фили,37.516539,55.759765,33,monolith,1.0,298697375,35.5,26,20800000.0
23457,Фили,37.50884,55.756386,18,monolith,1.0,288093772,45.0,5,22550000.0
23459,Фили,37.509864,55.75472,25,monolith,4.0,299564829,109.8,3,62000000.0
23463,Фили,37.511084,55.754296,16,monolith,4.0,301028008,121.0,15,80000000.0
23465,Фили,37.525867,55.752333,53,monolith,1.0,297089420,43.3,16,34990000.0
23466,Фили,37.506927,55.740917,32,monolith,1.0,286096997,38.7,2,16863292.0
23468,Фили,37.506927,55.740917,32,monolith,1.0,285413634,35.0,17,16756320.0
23472,Фили,37.50611895337277,55.741237295784735,32,monolith,1.0,292216694,39.2,16,17197824.0
23474,Фили,37.507529,55.740548,32,monolith,0.0,297467137,29.6,23,14233574.0
23475,Фили,37.5122,55.757653,21,monolith,4.0,299051337,140.0,7,54000000.0
23476,Фили,37.507529,55.740548,32,monolith,1.0,279657304,38.6,20,17494137.0
23477,Фили,37.513332,55.756964,28,monolith,1.0,300134952,45.0,18,21000000.0
23478,Фили,37.50611895337277,55.741237295784735,32,monolith,1.0,300542635,37.9,8,16543804.0
23479,Фили,37.50884,55.756386,18,monolith,1.0,288094235,45.0,5,22550000.0
23481,Фили,37.490506,55.766238,12,monolith,1.0,295373032,38.0,2,11249999.0
23483,Фили,37.5159050965415,55.760622406541,32,monolith,0.0,301302862,23.6,22,12900000.0
23485,Фили,37.490506,55.766238,12,panel,1.0,300974741,39.0,7,14250000.0
23491,Фили,37.525867,55.752333,15,monolith,3.0,299433436,100.0,6,50000000.0
23493,Фили,37.50884,55.756386,25,monolith,2.0,289779311,43.2,3,18500000.0
23495,Фили,37.525867,55.752333,51,monolith,2.0,299429352,63.0,38,36000000.0
23497,Фили,37.512505,55.761325,36,monolithBrick,3.0,299611000,86.5,21,49500000.0
23499,Фили,37.513332,55.756964,28,monolith,2.0,298451373,67.4,23,33990000.0
23501,Фили,37.516539,55.759765,33,monolith,2.0,298615837,68.2,25,38000000.0
23503,Фили,37.525684,55.718902,8,monolith,2.0,282550588,59.0,6,68000000.0
23505,Фили,37.5122,55.757653,28,monolith,3.0,300681399,91.7,23,40000000.0
23509,Фили,37.51061,55.755758,25,monolith,2.0,300840991,58.0,7,31850000.0
23515,Фили,37.507753,55.755434,22,monolith,2.0,300350306,72.5,2,32500000.0
23520,Фили,37.5078063512008,55.7597681819349,26,monolithBrick,3.0,296921257,100.5,14,46058145.0
23521,Фили,37.51626,55.76249,36,monolithBrick,3.0,300952530,103.0,9,47500000.0
23524,Фили,37.52118914891846,55.74616355749173,46,monolithBrick,3.0,301173788,102.8,21,96200904.0
23526,Фили,37.5078063512008,55.7597681819349,8,monolithBrick,2.0,296920998,76.1,4,47151726.0
23527,Фили,37.516539,55.759765,32,monolith,2.0,298227238,69.9,6,29500000.0
23537,Фили,37.516036,55.760646,33,monolithBrick,2.0,300386935,44.3,10,28500000.0
23539,Фили,37.513215,55.76406,24,monolithBrick,3.0,300251626,62.7,2,29000000.0
23540,Фили,37.5078063512008,55.7597681819349,22,monolithBrick,2.0,296921177,66.9,5,30888198.0
23542,Фили,37.5095364775231,55.7423225102259,57,monolith,2.0,283864418,63.52,13,35124125.0
23543,Фили,37.513332,55.756964,28,monolithBrick,2.0,299730698,77.4,6,30700000.0
23544,Фили,37.5095364775231,55.7423225102259,57,monolith,2.0,282209323,61.65,10,37628443.0
23545,Фили,37.513628,55.760991,37,monolith,3.0,298170119,85.5,10,32900000.0
23549,Фили,37.507753,55.755434,21,monolith,3.0,297256737,86.1,8,40000000.0
23551,Фили,37.517356,55.760408,33,monolith,3.0,300750474,68.5,22,39000000.0
23553,Фили,37.513332,55.756964,28,monolith,2.0,297903409,77.4,6,30500000.0
23560,Фили,37.506927,55.740917,32,monolith,2.0,286096935,60.5,19,24869856.0
23562,Фили,37.507529,55.740548,32,monolith,2.0,296657620,58.3,24,22633459.0
23564,Фили,37.50611895337277,55.741237295784735,32,monolith,2.0,297334990,56.1,22,23088067.0
23565,Фили,37.5122,55.757653,28,monolith,3.0,299516283,100.0,15,55000000.0
23566,Фили,37.507529,55.740548,32,monolith,2.0,286096779,55.6,15,23976499.0
23567,Фили,37.5255707156,55.7551313202,51,monolith,2.0,300531839,81.0,5,26500000.0
23568,Фили,37.50611895337277,55.741237295784735,32,monolith,2.0,296293261,66.0,18,24190848.0
23569,Фили,37.526609,55.752116,6,monolith,2.0,298564868,68.3,3,27600000.0
23570,Фили,37.50611895337277,55.741237295784735,32,monolith,2.0,297467063,64.1,30,26405097.0
23650,Фрунзенская,37.570276,55.7256,8,monolithBrick,4.0,300509113,173.9,5,228800000.0
23651,Фрунзенская,37.570276,55.7256,9,monolith,4.0,296106344,173.6,5,277760000.0
23656,Фрунзенская,37.570276,55.7256,11,monolithBrick,4.0,300740379,156.0,9,235000000.0
23716,Фрунзенская,37.572459,55.725838,12,monolith,3.0,294651840,136.9,5,209000000.0
23718,Фрунзенская,37.570276,55.7256,14,monolithBrick,2.0,300826937,99.61,10,91999000.0
23720,Фрунзенская,37.570276,55.7256,11,monolithBrick,3.0,300650864,118.71,3,126890000.0
23721,Фрунзенская,37.580436,55.724069,14,monolith,3.0,286815643,146.0,10,175000000.0
23722,Фрунзенская,37.57201,55.726157,12,monolithBrick,2.0,300509424,113.91,11,118850000.0
23726,Фрунзенская,37.570276,55.7256,13,monolith,3.0,294553685,99.71,8,113000000.0
23727,Фрунзенская,37.572899,55.721731,5,monolith,3.0,298367854,112.0,3,85000000.0
23728,Фрунзенская,37.570276,55.7256,13,monolith,3.0,294374810,99.71,9,113000000.0
23730,Фрунзенская,37.573896,55.719967,12,brick,3.0,298976152,74.4,5,55000000.0
23732,Фрунзенская,37.570276,55.7256,12,monolithBrick,2.0,298529788,97.9,10,130000000.0
23733,Фрунзенская,37.570276,55.7256,8,monolith,3.0,298011670,106.3,8,135000000.0
23735,Фрунзенская,37.571013,55.734973,11,monolith,3.0,294646337,142.0,5,230000000.0
23736,Фрунзенская,37.572899,55.721731,7,monolith,3.0,247716276,112.5,3,85000000.0
23739,Фрунзенская,37.582897,55.720778,14,brick,2.0,301028122,85.0,2,40500000.0
23740,Фрунзенская,37.567267,55.73554,9,monolithBrick,3.0,301179087,130.0,3,175500000.0
23780,Царицыно,37.641842902,55.6281305891,33,monolith,1.0,299513075,32.3,28,10730508.0
23782,Царицыно,37.6416899494,55.6274594633,23,monolith,1.0,299512743,32.3,17,11883713.0
23784,Царицыно,37.641842902,55.6281305891,33,monolith,1.0,299513015,36.0,22,11744305.0
23786,Царицыно,37.6416899494,55.6274594633,23,monolith,1.0,299512738,44.2,15,13244515.0
23788,Царицыно,37.6416899494,55.6274594633,23,monolith,0.0,299512735,19.8,15,7896509.0
23790,Царицыно,37.6416899494,55.6274594633,23,monolith,1.0,299512680,41.6,2,12583756.0
23794,Царицыно,37.641842902,55.6281305891,33,monolith,1.0,299513134,34.1,7,10923785.0
23796,Царицыно,37.640587,55.627504,33,monolith,1.0,299512794,35.8,23,12864846.0
23800,Царицыно,37.641842902,55.6281305891,33,monolith,0.0,299513068,23.6,27,8608763.0
23810,Царицыно,37.641842902,55.6281305891,33,monolith,0.0,299513119,25.5,32,9304343.0
23820,Царицыно,37.6416899494,55.6274594633,23,monolith,1.0,301270903,35.4,14,12618007.0
23826,Царицыно,37.6427673816,55.626444794,26,monolith,2.0,292169573,52.0,21,17357340.0
23828,Царицыно,37.6435827732,55.6264872869,32,monolith,3.0,296224212,63.0,31,19769841.0
23830,Царицыно,37.6427673816,55.626444794,26,monolith,2.0,293283500,53.0,21,17344250.0
23838,Царицыно,37.64358277315301,55.62648728686306,32,monolith,3.0,300359206,51.0,29,19209456.0
23842,Царицыно,37.64276738161193,55.6264447939845,26,monolith,3.0,296224228,65.0,14,19117280.0
23844,Царицыно,37.6427673816,55.626444794,17,monolith,2.0,290438159,54.0,4,15598440.0
23846,Царицыно,37.64358277315301,55.62648728686306,32,monolith,2.0,300359208,47.0,28,16843625.0
23850,Царицыно,37.64358277315301,55.62648728686306,32,monolith,2.0,290484084,39.0,26,14550558.0
23876,Царицыно,37.6395434491,55.6282127626,33,monolith,2.0,299512863,50.8,24,17363673.0
23884,Царицыно,37.640587,55.627504,33,monolith,3.0,299512808,84.5,31,24567193.0
23888,Царицыно,37.641842902,55.6281305891,33,monolith,3.0,299512932,72.3,11,20686038.0
23890,Царицыно,37.641842902,55.6281305891,33,monolith,2.0,299513028,51.5,24,15644116.0
23892,Царицыно,37.641842902,55.6281305891,33,monolith,2.0,299512983,46.2,17,14541670.0
23894,Царицыно,37.6416899494,55.6274594633,23,monolith,2.0,299512750,58.8,18,16881173.0
23904,Царицыно,37.6395434491,55.6282127626,33,monolith,3.0,301270901,74.9,31,20786638.0
23906,Царицыно,37.639509,55.62757,23,monolith,2.0,299512831,58.6,20,18290795.0
23960,Цветной бульвар,37.628514,55.776026,6,block,4.0,292853510,160.6,5,77500000.0
23964,Цветной бульвар,37.616018,55.77394,8,brick,4.0,282958668,135.4,6,55000000.0
23969,Цветной бульвар,37.613943,55.772694,3,brick,1.0,299606696,40.0,2,25900000.0
23970,Цветной бульвар,37.613027,55.777499,2,brick,0.0,296858106,19.7,1,12100000.0
23972,Цветной бульвар,37.613027,55.777499,2,brick,0.0,296856969,15.8,1,10000000.0
23975,Цветной бульвар,37.613027,55.777499,2,brick,0.0,297229291,14.4,1,9300000.0
23977,Цветной бульвар,37.616171,55.777454,7,brick,1.0,301006969,50.0,6,27990000.0
23981,Цветной бульвар,37.613027,55.777499,2,brick,0.0,296857908,18.0,1,11300000.0
23982,Цветной бульвар,37.613027,55.777499,2,brick,0.0,296858447,19.7,1,12200000.0
23983,Цветной бульвар,37.613027,55.777499,3,brick,0.0,300395599,14.4,1,9299000.0
23984,Цветной бульвар,37.613027,55.777499,3,brick,0.0,300054197,12.2,1,9300000.0
23985,Цветной бульвар,37.613027,55.777499,3,brick,0.0,301277548,12.4,1,9300000.0
23987,Цветной бульвар,37.613027,55.777499,3,brick,0.0,301253305,20.0,1,12400000.0
23988,Цветной бульвар,37.613027,55.777499,3,monolith,0.0,300249599,17.7,1,12100000.0
24039,Цветной бульвар,37.608949,55.772497,11,brick,2.0,299060776,69.1,5,35999999.0
24050,Цветной бульвар,37.613943,55.772694,3,brick,2.0,299332899,40.1,2,24890000.0
24064,Цветной бульвар,37.612838,55.772467,6,brick,3.0,297419154,92.2,1,45000000.0
24073,Цветной бульвар,37.6145,55.777773,6,brick,2.0,300533650,52.0,5,36000000.0
24074,Цветной бульвар,37.616171,55.777454,7,brick,2.0,300398996,64.0,2,34990000.0
24083,Черкизовская,37.765528931212,55.8146791616596,19,monolith,0.0,300864147,24.3,12,9068274.0
24093,Черкизовская,37.7727680317346,55.8106779996611,25,monolith,0.0,297114841,29.1,22,11443226.0
24095,Черкизовская,37.7727680317346,55.8106779996611,25,monolith,0.0,300023945,25.8,25,10183079.0
24097,Черкизовская,37.7727680317,55.8106779997,25,monolith,1.0,298030218,36.1,20,14320870.0
24098,Черкизовская,37.74278,55.797235,12,block,1.0,298956219,36.3,12,9200000.0
24099,Черкизовская,37.749903,55.804177,28,monolith,1.0,300917645,35.8,2,12904432.0
24103,Черкизовская,37.7738838307,55.8108350827,15,monolith,1.0,296364964,39.2,9,14433440.0
24107,Черкизовская,37.77388383068435,55.810835082677976,15,monolith,4.0,298665287,85.0,11,24499550.0
24111,Черкизовская,37.7727680317346,55.8106779996611,25,monolith,4.0,296355168,105.3,3,28595900.0
24113,Черкизовская,37.750676,55.804749,33,monolith,0.0,300917278,23.5,27,9831789.0
24115,Черкизовская,37.7727680317346,55.8106779996611,25,monolith,4.0,298014414,105.5,9,28798968.0
24117,Черкизовская,37.765528931212,55.8146791616596,19,monolith,1.0,301366032,34.7,9,11031407.0
24121,Черкизовская,37.77388383068435,55.810835082677976,23,monolith,1.0,298030202,35.0,2,13306650.0
24125,Черкизовская,37.77388383068435,55.810835082677976,15,monolith,0.0,298014384,26.7,2,9878573.0
24126,Черкизовская,37.724175,55.804354,9,brick,1.0,301251824,30.5,4,10000000.0
24128,Черкизовская,37.726313,55.80481,9,brick,1.0,300066250,21.0,9,8450000.0
24129,Черкизовская,37.7727680317346,55.8106779996611,12,monolith,1.0,297606147,41.2,6,14104738.0
24130,Черкизовская,37.738279,55.81217,31,monolith,0.0,301296266,22.0,12,9350000.0
24133,Черкизовская,37.750676,55.804749,33,monolith,1.0,300917210,32.4,18,11868120.0
24134,Черкизовская,37.757826,55.809115,39,monolith,0.0,296099572,21.8,4,7999000.0
24136,Черкизовская,37.722451,55.801946,12,panel,1.0,291713917,35.1,3,9900000.0
24138,Черкизовская,37.742339,55.810921,9,monolith,0.0,293951081,23.5,8,10700000.0
24139,Черкизовская,37.749724,55.804638,28,monolith,1.0,300917791,32.2,12,12177396.0
24140,Черкизовская,37.760027,55.823525,12,monolith,1.0,300336422,38.9,2,8600000.0
24141,Черкизовская,37.750415,55.803828,28,monolith,1.0,300917382,35.9,6,13089750.0
24142,Черкизовская,37.726745,55.798525,9,brick,1.0,299667104,30.0,6,11050000.0
24143,Черкизовская,37.751161,55.804162,33,monolith,1.0,301327584,32.4,20,12666812.0
24146,Черкизовская,37.726313,55.80481,9,brick,1.0,299984641,33.0,9,9300000.0
24148,Черкизовская,37.7416705261108,55.7930245771895,24,monolith,0.0,297788034,19.0,8,7150000.0
24149,Черкизовская,37.750415,55.803828,28,monolith,1.0,300953218,42.3,19,13547209.0
24150,Черкизовская,37.773502,55.804708,5,block,1.0,300836154,30.0,1,10000000.0
24151,Черкизовская,37.77388383068435,55.810835082677976,15,monolith,0.0,296365003,30.0,5,11243520.0
24152,Черкизовская,37.740067,55.813698,29,monolith,0.0,297582905,19.4,10,8780000.0
24154,Черкизовская,37.757826,55.809115,5,monolith,0.0,286030616,24.5,3,9000000.0
24156,Черкизовская,37.770358,55.828319,25,monolith,1.0,300504269,42.2,11,11700000.0
24157,Черкизовская,37.750676,55.804749,33,monolith,1.0,300917153,36.1,29,12941091.0
24158,Черкизовская,37.724652,55.803459,9,brick,1.0,300609661,30.0,2,11000000.0
24164,Черкизовская,37.741369,55.796693,9,brick,2.0,300993725,43.4,2,11900000.0
24177,Черкизовская,37.77388383068435,55.810835082677976,15,monolith,3.0,296364963,89.3,8,25072984.0
24179,Черкизовская,37.77388383068435,55.810835082677976,23,monolith,3.0,296810584,67.0,19,22984350.0
24187,Черкизовская,37.7727680317346,55.8106779996611,12,monolith,3.0,298014429,68.8,3,20892290.0
24189,Черкизовская,37.7727680317346,55.8106779996611,12,monolith,2.0,298665276,44.7,6,15126033.0
24191,Черкизовская,37.7727680317346,55.8106779996611,25,monolith,2.0,296355166,53.2,4,17218978.0
24195,Черкизовская,37.7738838307,55.8108350827,23,monolith,2.0,299182491,56.2,22,20692840.0
24197,Черкизовская,37.77388383068435,55.810835082677976,23,monolith,2.0,300976147,55.1,2,18854669.0
24199,Черкизовская,37.77388383068435,55.810835082677976,23,monolith,3.0,296364907,66.4,13,21544974.0
24201,Черкизовская,37.7727680317346,55.8106779996611,25,monolith,2.0,300976163,52.0,2,16726736.0
24204,Черкизовская,37.775083,55.805741,5,block,2.0,300439924,46.0,3,14500000.0
24205,Черкизовская,37.7727680317346,55.8106779996611,12,monolith,3.0,300837670,72.9,2,21452064.0
24207,Черкизовская,37.7727680317346,55.8106779996611,25,monolith,2.0,299182494,54.4,18,18305056.0
24211,Черкизовская,37.7727680317346,55.8106779996611,25,monolith,2.0,298030217,48.4,17,16906846.0
24214,Черкизовская,37.717052,55.815033,8,block,2.0,295803072,42.0,1,12000000.0
24216,Черкизовская,37.742061,55.798647,5,brick,2.0,299413799,44.0,5,13650000.0
24217,Черкизовская,37.749903,55.804177,28,monolith,3.0,300917630,85.5,11,28025959.0
24218,Черкизовская,37.724975,55.802199,9,brick,3.0,299206407,57.5,1,17250000.0
24220,Черкизовская,37.71521,55.804127,9,brick,2.0,298741742,35.0,5,10570000.0
24222,Черкизовская,37.719504,55.808199,5,brick,2.0,301360091,43.2,5,10950000.0
24224,Черкизовская,37.724652,55.803459,9,brick,2.0,301231746,41.0,7,11700000.0
24226,Черкизовская,37.742061,55.798647,5,brick,2.0,301249850,42.0,1,10300000.0
24228,Черкизовская,37.720106,55.806504,9,brick,2.0,300622797,44.2,3,11200000.0
24230,Черкизовская,37.73465,55.796005,9,brick,2.0,299532397,40.0,4,11800000.0
24234,Черкизовская,37.735099,55.808761,12,block,2.0,301326012,44.0,12,12700000.0
24238,Черкизовская,37.720097,55.804466,5,brick,2.0,301357271,38.5,1,11500000.0
24241,Черкизовская,37.77388383068435,55.810835082677976,15,monolith,3.0,300345222,54.1,2,16860130.0
24242,Черкизовская,37.728442,55.800797,14,monolith,2.0,301290146,45.0,10,14300000.0
24249,Чертановская,37.57589057141004,55.60759375751681,23,monolithBrick,0.0,295835013,25.4,12,8963253.0
24251,Чертановская,37.57589057141004,55.60759375751681,23,monolithBrick,1.0,295834839,43.3,17,16551728.0
24253,Чертановская,37.57589057141004,55.60759375751681,23,monolithBrick,0.0,299945840,22.6,6,7860121.0
24255,Чертановская,37.57589057141004,55.60759375751681,23,monolithBrick,1.0,295834557,42.3,13,18557475.0
24257,Чертановская,37.57589057141004,55.60759375751681,23,monolithBrick,1.0,295834462,40.5,9,15956352.0
24261,Чертановская,37.57589057141004,55.60759375751681,23,monolithBrick,0.0,295835002,46.5,3,16398039.0
24269,Чертановская,37.57589057141004,55.60759375751681,23,monolithBrick,1.0,295871871,36.9,11,15015163.0
24271,Чертановская,37.57589057141004,55.60759375751681,23,monolithBrick,0.0,295835160,24.4,20,10071661.0
24287,Чертановская,37.5758905714,55.6075937575,22,monolithBrick,0.0,299099069,24.4,5,7400000.0
24288,Чертановская,37.58932,55.610641,14,block,0.0,296046318,20.2,1,6700000.0
24290,Чертановская,37.596884,55.627809,9,panel,1.0,298396702,31.8,6,9250000.0
24293,Чертановская,37.57589057141004,55.60759375751681,23,monolithBrick,0.0,299731816,22.6,12,9000000.0
24294,Чертановская,37.603038,55.626502,9,panel,1.0,300884850,33.1,8,10000000.0
24295,Чертановская,37.601627,55.620886,9,panel,0.0,294202199,12.0,1,4600000.0
24296,Чертановская,37.609425,55.625394,12,panel,1.0,300374514,32.0,1,10500000.0
24299,Чертановская,37.599768,55.613885,9,panel,1.0,301404088,32.8,8,10500000.0
24302,Чертановская,37.616494,55.628947,17,panel,1.0,299056828,39.5,10,10400000.0
24303,Чертановская,37.594288,55.6142,9,panel,1.0,299944008,32.8,9,9800000.0
24305,Чертановская,37.5758905714,55.6075937575,23,monolith,0.0,300145543,22.6,5,7400000.0
24306,Чертановская,37.601241,55.614236,9,panel,1.0,300443338,34.0,8,10400000.0
24307,Чертановская,37.57589057141004,55.60759375751681,24,monolithBrick,0.0,298204553,25.4,6,7600000.0
24308,Чертановская,37.5758905714,55.6075937575,22,monolithBrick,0.0,300669988,25.8,6,7700000.0
24309,Чертановская,37.615273,55.627575,17,monolith,1.0,296564276,38.1,12,11800000.0
24310,Чертановская,37.586006,55.618679,9,panel,1.0,300914003,32.4,6,9300000.0
24311,Чертановская,37.591728,55.627117,9,panel,1.0,297971269,33.0,6,9600000.0
24313,Чертановская,37.5758905714,55.6075937575,20,monolithBrick,0.0,298267236,25.4,6,7800000.0
24316,Чертановская,37.596049,55.615044,9,panel,1.0,300946003,32.9,9,9300000.0
24317,Чертановская,37.601358,55.630863,6,monolithBrick,1.0,299674117,37.0,3,9300000.0
24320,Чертановская,37.606209,55.629592,14,block,1.0,294210083,38.9,9,11000000.0
24321,Чертановская,37.612506,55.632814,22,panel,1.0,300323345,37.7,4,11300000.0
24322,Чертановская,37.595869,55.619564,14,block,1.0,300560588,39.0,2,12100000.0
24324,Чертановская,37.583877,55.607331,16,panel,1.0,297229623,35.4,9,10100000.0
24325,Чертановская,37.590398,55.615878,9,panel,1.0,297516088,32.8,4,10000000.0
24331,Чертановская,37.57589057141004,55.60759375751681,23,monolithBrick,2.0,295834977,67.5,23,25388505.0
24335,Чертановская,37.57589057141004,55.60759375751681,23,monolithBrick,2.0,297678003,66.1,13,20239621.0
24364,Чертановская,37.590515,55.619162,16,monolith,2.0,300426941,42.0,6,11500000.0
24366,Чертановская,37.599507,55.618974,14,panel,2.0,300697245,38.0,2,11300000.0
24370,Чертановская,37.602633,55.620199,9,panel,2.0,286052251,42.1,1,10900000.0
24373,Чертановская,37.595213,55.621348,9,panel,3.0,301289059,57.2,7,14500000.0
24374,Чертановская,37.610637,55.632001,9,monolith,2.0,296171002,47.4,7,11500000.0
24378,Чертановская,37.592042,55.627753,9,panel,2.0,300024676,48.3,9,11400000.0
24382,Чертановская,37.60037,55.622385,9,monolith,2.0,299981589,44.1,8,12000000.0
24383,Чертановская,37.591494,55.618171,16,panel,3.0,299885014,74.4,7,7500000.0
24384,Чертановская,37.608239,55.626065,9,panel,2.0,301015511,44.9,2,11900000.0
24385,Чертановская,37.593605,55.611719,9,panel,2.0,298964677,43.5,2,11750000.0
24386,Чертановская,37.601358,55.630863,6,block,2.0,296598941,50.0,5,6900000.0
24387,Чертановская,37.58641,55.612217,9,panel,2.0,301088596,44.0,6,14100000.0
24389,Чертановская,37.584442,55.611633,9,panel,3.0,301254933,59.8,8,14500000.0
24390,Чертановская,37.610637,55.632001,9,monolith,2.0,300508742,45.0,4,14800000.0
24391,Чертановская,37.598106,55.613478,9,panel,2.0,299479714,45.0,3,11900000.0
24392,Чертановская,37.601358,55.630863,6,monolith,2.0,300695051,50.0,5,11600000.0
24394,Чертановская,37.601241,55.614236,9,panel,2.0,300963167,44.4,8,12500000.0
24395,Чертановская,37.601358,55.630863,6,monolith,2.0,267897904,44.0,2,9500000.0
24396,Чертановская,37.603711,55.613255,12,panel,2.0,294950463,45.2,12,11800000.0
24397,Чертановская,37.600307,55.625872,9,panel,2.0,300553189,45.0,2,11500000.0
24398,Чертановская,37.593983,55.622197,9,panel,3.0,300989212,59.0,9,12950000.0
24402,Чертановская,37.588233,55.620901,9,monolith,2.0,299185442,43.6,7,12000000.0
24407,Чертановская,37.60037,55.622385,9,panel,3.0,299790218,60.0,8,13600000.0
24409,Чертановская,37.598923,55.620774,9,panel,2.0,297830404,51.0,2,12000000.0
24449,Чеховская,37.607889,55.763397,6,brick,4.0,295331225,200.0,4,195000000.0
24451,Чеховская,37.603819,55.760727,11,panel,4.0,244986020,190.0,2,209000000.0
24452,Чеховская,37.605409,55.763224,10,brick,1.0,297772119,36.4,1,21500000.0
24453,Чеховская,37.607889,55.763397,6,brick,4.0,301263987,200.0,4,195000000.0
24454,Чеховская,37.608895,55.76483,5,brick,4.0,300539757,141.0,2,65990000.0
24455,Чеховская,37.60531,55.768826,6,brick,4.0,298085660,120.0,2,55500000.0
24457,Чеховская,37.604978,55.768532,5,brick,4.0,297971528,132.6,4,90000000.0
24458,Чеховская,37.611473,55.766106,10,brick,4.0,299641072,134.0,3,145000000.0
24460,Чеховская,37.611473,55.766106,10,brick,4.0,298413712,160.0,9,170000000.0
24461,Чеховская,37.611473,55.766106,11,monolith,4.0,286479861,188.0,10,170000000.0
24462,Чеховская,37.611473,55.766106,11,monolithBrick,4.0,296264153,188.0,10,170000000.0
24463,Чеховская,37.607772,55.765387,7,monolith,4.0,299459215,110.0,3,65000000.0
24464,Чеховская,37.599822,55.76246,4,brick,4.0,300652553,73.3,2,56500000.0
24465,Чеховская,37.611473,55.766106,10,monolithBrick,4.0,299601413,212.0,10,250000000.0
24467,Чеховская,37.600828,55.764566,5,monolith,4.0,297899285,100.0,4,107900000.0
24468,Чеховская,37.60779,55.765037,6,brick,4.0,292680415,102.6,2,56000000.0
24469,Чеховская,37.60779,55.765037,6,brick,4.0,298782626,110.0,3,62800000.0
24470,Чеховская,37.599822,55.76246,4,brick,4.0,295046078,73.3,2,55000000.0
