floor,count_floors,rooms,square,district,price
5,20,3,116.7,12,120800000
11,21,3,104.55,12,108800000
3,21,3,92.2,12,101000000
6,21,3,85.7,12,91500000
3,44,3,65.6,12,42500000
9,21,3,116.8,12,120900000
3,5,3,110.0,12,110300000
35,73,3,186.0,12,128200000
4,6,3,143.7,12,167900000
4,6,3,145.0,12,184500000
9,21,3,108.0,12,115300000
53,73,3,239.0,12,164700000
9,12,3,104.0,12,77000000
63,68,3,101.9,12,85700000
3,21,3,92.12,12,98400000
2,7,3,131.0,12,139500000
45,78,3,123.0,12,105700000
61,65,3,97.0,12,81600000
4,12,3,100.0,12,71000000
35,73,3,183.0,12,126100000
17,21,3,120.0,12,128200000
11,21,3,90.0,12,98600000
4,12,3,100.0,12,71000000
3,4,3,98.5,12,37700000
17,21,3,72.8,12,72400000
2,21,3,120.0,12,127800000
4,13,3,149.9,12,126900000
3,13,3,150.0,12,120700000
5,7,3,73.4,12,54400000
4,6,3,145.0,12,184500000
17,21,3,75.0,12,64300000
30,66,3,118.7,12,106800000
4,6,3,143.7,12,182900000
33,65,3,190.0,12,130900000
69,95,3,130.0,12,97300000
52,78,3,116.0,12,99700000
38,78,3,120.0,12,103100000
43,78,3,122.0,12,104800000
49,78,3,124.0,12,106500000
44,78,3,125.0,12,107400000
42,78,3,135.0,12,116000000
68,78,3,140.0,12,120300000
22,32,3,84.0,12,41300000
3,5,3,110.0,12,97300000
22,65,3,191.6,12,132000000
53,76,3,239.0,12,164700000
41,78,3,92.0,12,79100000
28,78,3,96.0,12,82500000
18,78,3,100.0,12,85900000
29,78,3,100.0,12,85900000
32,78,3,126.0,12,108300000
49,78,3,124.0,12,106500000
9,18,3,124.0,12,64000000
9,21,3,108.0,12,118300000
4,4,3,65.0,12,24000000
5,5,3,60.0,12,37400000
38,51,3,66.9,12,30700000
24,44,3,69.0,12,41100000
9,18,3,123.0,12,58300000
7,21,3,86.0,12,65500000
16,18,3,90.0,12,70600000
5,5,3,151.0,12,102200000
3,5,3,111.0,12,98200000
1,4,3,109.7,12,129700000
3,4,3,112.6,12,143800000
11,12,3,254.0,12,274600000
1,12,3,64.5,12,20600000
13,14,3,73.0,12,29000000
14,17,2,69.0,12,74300000
17,18,2,117.0,12,127400000
25,76,2,105.0,12,74200000
33,44,2,62.0,12,41300000
5,27,2,72.0,12,39300000
34,78,2,76.1,12,67100000
12,79,2,61.0,12,56800000
4,17,2,44.5,12,43600000
43,78,2,81.0,12,71400000
40,78,2,76.0,12,67000000
50,78,2,86.0,12,75800000
32,78,2,65.0,12,57300000
79,95,2,72.9,12,60300000
3,21,2,56.6,12,58900000
54,67,2,82.0,12,72300000
10,79,2,62.0,12,54700000
43,73,2,123.0,12,114600000
8,21,2,51.0,12,38600000
14,21,2,144.0,12,161900000
16,20,2,67.0,12,61200000
2,7,2,60.4,12,36700000
50,75,2,107.6,12,84100000
3,21,2,56.58,12,62000000
3,7,2,40.2,12,30600000
3,7,2,45.0,12,34200000
4,12,2,61.0,12,39500000
7,9,2,55.1,12,37800000
8,21,2,59.0,12,64600000
46,75,2,114.2,12,89200000
7,21,2,73.0,12,78600000
43,75,2,101.0,12,78900000
46,75,2,114.2,12,89200000
47,78,2,72.0,12,63500000
37,78,2,73.0,12,64400000
4,20,2,65.1,12,59100000
51,75,2,123.0,12,96100000
9,12,2,38.3,12,15700000
2,7,2,64.0,12,34900000
4,6,2,68.0,12,39500000
12,13,2,60.0,12,46900000
6,22,2,85.0,12,42700000
6,17,2,84.0,12,82300000
43,77,2,123.0,12,108400000
2,10,2,38.0,12,16900000
26,53,2,45.0,12,26100000
16,51,2,43.3,12,25200000
10,35,2,78.1,12,37600000
3,7,2,57.0,12,36000000
8,9,2,48.7,12,29300000
11,77,2,62.3,12,53800000
20,25,1,36.0,13,15900000
18,22,1,43.0,13,16700000
18,22,1,43.0,13,16700000
4,5,1,32.3,13,10800000
28,48,2,82.0,13,46200000
8,25,2,66.0,13,27800000
4,9,2,38.0,13,14900000
16,30,2,54.0,13,22500000
12,38,2,62.0,13,29000000
5,25,2,39.0,13,16500000
2,5,2,48.6,13,16300000
6,32,4,189.2,13,104500000
21,32,4,142.9,13,80200000
38,48,4,171.7,13,88400000
38,48,4,180.0,13,73200000
13,13,4,0.3,13,67200000
5,7,4,124.4,13,42700000
14,38,4,175.0,13,80300000
3,16,4,108.37,13,53100000
7,38,3,82.0,13,45000000
15,22,3,62.2,13,18300000
4,18,3,96.0,13,47400000
30,49,3,138.1,13,67300000
7,38,3,82.0,13,45000000
15,22,3,62.2,13,18300000
4,18,3,96.0,13,47400000
30,49,3,138.1,13,67300000
28,48,2,82.0,13,46200000
8,25,2,66.0,13,27800000
4,9,2,38.0,13,14900000
16,30,2,54.0,13,22500000
12,38,2,62.0,13,29000000
5,25,2,39.0,13,16500000
2,5,2,48.6,13,16300000
4,22,2,55.0,13,24600000
14,18,1,43.0,14,25100000
4,9,2,37.8,14,12500000
8,10,2,37.0,14,14500000
3,8,3,75.6,14,23200000
3,8,3,75.6,14,23200000
4,9,2,37.8,14,12500000
8,10,2,37.0,14,14500000
7,14,2,45.0,14,17600000
2,9,1,41.4,15,20100000
4,5,1,30.3,15,20000000
2,9,1,58.8,15,31800000
5,13,1,60.0,15,74200000
3,13,1,71.06,15,80200000
7,12,2,78.0,15,100500000
7,12,2,78.0,15,94500000
5,13,2,60.0,15,65200000
2,4,2,75.0,15,59200000
5,10,2,106.2,15,84900000
2,3,2,77.0,15,47600000
7,12,2,78.0,15,94500000
9,15,2,97.25,15,123500000
2,9,2,58.0,15,31300000
2,14,2,51.8,15,29700000
6,7,2,95.0,15,111000000
2,6,2,75.0,15,46900000
5,6,2,49.6,15,62000000
2,15,2,97.26,15,136100000
4,7,2,65.0,15,65300000
5,6,2,117.0,15,121100000
11,12,2,113.91,15,129100000
5,13,2,60.0,15,74100000
2,6,4,184.9,15,231100000
3,14,4,200.0,15,323300000
2,6,4,184.9,15,231100000
3,14,4,200.0,15,323300000
3,12,4,181.0,15,248400000
4,5,4,170.0,15,220500000
4,11,4,204.0,15,328100000
4,6,4,169.7,15,187200000
3,6,4,160.1,15,106900000
5,7,4,200.0,15,404300000
6,12,4,153.0,15,241100000
4,5,4,176.7,15,158700000
2,10,4,163.8,15,161700000
5,7,4,180.0,15,363900000
6,7,4,230.0,15,273000000
10,13,4,151.0,15,151700000
3,7,4,188.7,15,327100000
2,5,4,132.0,15,253600000
4,9,4,202.0,15,324900000
1,7,4,202.0,15,393400000
3,14,4,250.0,15,228500000
5,7,4,184.0,15,188000000
9,12,4,144.0,15,191000000
6,11,4,170.0,15,238300000
3,7,4,158.0,15,252000000
6,7,4,271.7,15,298500000
4,6,4,166.3,15,155600000
4,5,4,164.0,15,202300000
5,9,4,172.0,15,214800000
11,11,4,303.0,15,378900000
4,5,4,181.4,15,133700000
4,7,4,196.0,15,203400000
2,11,4,168.3,15,166200000
5,14,4,118.0,15,85700000
4,10,4,196.0,15,203400000
5,12,4,140.0,15,159500000
3,14,4,150.0,15,143500000
9,12,4,143.5,15,190300000
4,12,4,201.6,15,324200000
3,7,4,255.6,15,408500000
4,12,4,184.3,15,181500000
4,7,4,195.0,15,202400000
5,8,4,176.0,15,173300000
3,14,4,252.0,15,242900000
3,6,4,155.0,15,208200000
1,5,4,76.1,15,34500000
1,6,4,95.0,15,66200000
1,16,4,122.6,15,75100000
2,4,4,117.0,15,87700000
2,4,4,117.0,15,87700000
4,7,4,160.0,15,73700000
9,9,4,180.0,15,115700000
2,7,4,163.0,15,84400000
3,11,4,147.36,15,145100000
3,11,4,147.36,15,145100000
4,15,4,140.0,15,137900000
5,7,4,189.0,15,193100000
4,9,4,125.8,15,157100000
2,5,4,179.2,15,171500000
4,6,4,171.0,15,188600000
4,7,4,195.1,15,202500000
9,11,4,199.37,15,196500000
4,12,4,184.3,15,181500000
4,12,4,184.3,15,181500000
6,9,4,172.7,15,215600000
6,13,4,153.0,15,173000000
7,8,4,233.0,15,259200000
9,11,4,199.37,15,196500000
6,11,4,168.3,15,235900000
6,7,4,220.0,15,248300000
6,7,4,215.0,15,255200000
4,8,4,201.6,15,288500000
4,6,4,177.0,15,289900000
4,7,4,252.3,15,403200000
4,7,4,252.3,15,403200000
11,11,4,303.0,15,378900000
4,6,4,231.1,15,582500000
3,11,3,118.71,15,113400000
6,16,3,122.6,15,100900000
2,13,3,103.0,15,144000000
7,16,3,121.0,15,99600000
3,6,3,159.0,15,290100000
6,14,3,125.3,15,130800000
2,7,3,151.3,15,292500000
6,12,3,107.0,15,128700000
8,15,3,119.5,15,167400000
8,13,3,99.71,15,95200000
10,14,3,146.0,15,126100000
2,8,3,91.8,15,66400000
2,7,3,151.0,15,291900000
5,6,3,106.4,15,66700000
3,5,3,164.0,15,161600000
3,6,3,128.0,15,233600000
3,5,3,112.7,15,89300000
3,5,3,112.0,15,88800000
4,14,3,138.1,15,131900000
5,9,3,142.0,15,216200000
3,15,3,122.7,15,199000000
3,10,3,164.0,15,161600000
5,11,3,142.0,15,216200000
3,6,3,145.0,15,346000000
6,8,3,57.4,15,28100000
4,11,3,86.0,15,53500000
3,6,3,158.6,15,289400000
8,8,3,106.3,15,101100000
2,15,3,180.0,15,159200000
5,12,3,74.4,15,46300000
2,7,3,151.3,15,292500000
8,11,3,139.0,15,183500000
6,9,3,70.0,15,56200000
2,8,3,186.0,15,154000000
8,10,3,138.0,15,167300000
5,8,3,67.5,15,35700000
4,5,3,83.4,15,44200000
4,8,3,110.0,15,87000000
9,13,3,99.71,15,95200000
14,17,3,141.6,15,116600000
4,6,3,111.3,15,135500000
5,6,3,122.6,15,129700000
3,9,3,130.0,15,169000000
2,6,3,119.0,15,210900000
2,6,3,119.0,15,210900000
8,11,3,138.6,15,183000000
2,6,3,151.3,15,292500000
3,6,3,158.6,15,289400000
14,16,3,142.0,15,116900000
10,16,3,131.0,15,107900000
4,6,3,160.0,15,185400000
8,11,3,138.6,15,183000000
3,7,3,112.5,15,89200000
4,9,3,160.0,15,113600000
8,15,3,100.0,15,95500000
14,16,3,141.6,15,116600000
2,8,3,152.2,15,141200000
2,7,3,186.0,15,154000000
4,6,3,170.0,15,217500000
3,6,3,162.0,15,295600000
3,14,3,103.0,15,148300000
3,5,3,112.7,15,89300000
2,6,3,79.6,15,32600000
7,9,3,75.6,15,51400000
2,12,3,91.1,15,67900000
2,5,3,112.0,15,132500000
9,15,3,97.0,15,100400000
6,12,3,113.9,15,128000000
6,12,3,114.1,15,128200000
6,12,3,113.9,15,133000000
8,11,3,139.0,15,183500000
2,5,3,65.0,15,33800000
3,11,3,118.71,15,113400000
6,16,3,122.6,15,100900000
2,13,3,103.0,15,144000000
7,16,3,121.0,15,99600000
3,6,3,159.0,15,290100000
6,14,3,125.3,15,130800000
2,7,3,151.3,15,292500000
6,12,3,107.0,15,128700000
8,15,3,119.5,15,167400000
8,13,3,99.71,15,95200000
10,14,3,146.0,15,126100000
2,8,3,91.8,15,66400000
2,7,3,151.0,15,291900000
5,6,3,106.4,15,66700000
3,5,3,164.0,15,161600000
3,6,3,128.0,15,233600000
3,5,3,112.7,15,89300000
3,5,3,112.0,15,88800000
4,14,3,138.1,15,131900000
5,9,3,142.0,15,216200000
3,15,3,122.7,15,199000000
3,10,3,164.0,15,161600000
5,11,3,142.0,15,216200000
3,6,3,145.0,15,346000000
6,8,3,57.4,15,28100000
4,11,3,86.0,15,53500000
3,6,3,158.6,15,289400000
8,8,3,106.3,15,101100000
2,15,3,180.0,15,159200000
5,12,3,74.4,15,46300000
2,7,3,151.3,15,292500000
8,11,3,139.0,15,183500000
6,9,3,70.0,15,56200000
2,8,3,186.0,15,154000000
8,10,3,138.0,15,167300000
5,8,3,67.5,15,35700000
4,5,3,83.4,15,44200000
4,8,3,110.0,15,87000000
9,13,3,99.71,15,95200000
14,17,3,141.6,15,116600000
4,6,3,111.3,15,135500000
5,6,3,122.6,15,129700000
3,9,3,130.0,15,169000000
2,6,3,119.0,15,210900000
2,6,3,119.0,15,210900000
8,11,3,138.6,15,183000000
2,6,3,151.3,15,292500000
3,6,3,158.6,15,289400000
14,16,3,142.0,15,116900000
10,16,3,131.0,15,107900000
4,6,3,160.0,15,185400000
8,11,3,138.6,15,183000000
3,7,3,112.5,15,89200000
4,9,3,160.0,15,113600000
8,15,3,100.0,15,95500000
14,16,3,141.6,15,116600000
2,8,3,152.2,15,141200000
2,7,3,186.0,15,154000000
4,6,3,170.0,15,217500000
3,6,3,162.0,15,295600000
3,14,3,103.0,15,148300000
3,5,3,112.7,15,89300000
2,6,3,79.6,15,32600000
7,9,3,75.6,15,51400000
2,12,3,91.1,15,67900000
2,5,3,112.0,15,132500000
9,15,3,97.0,15,100400000
6,12,3,113.9,15,128000000
6,12,3,114.1,15,128200000
6,12,3,113.9,15,133000000
8,11,3,139.0,15,183500000
7,12,2,78.0,15,100500000
7,12,2,78.0,15,94500000
5,13,2,60.0,15,65200000
2,4,2,75.0,15,59200000
5,10,2,106.2,15,84900000
2,3,2,77.0,15,47600000
7,12,2,78.0,15,94500000
9,15,2,97.25,15,123500000
2,9,2,58.0,15,31300000
2,14,2,51.8,15,29700000
6,7,2,95.0,15,111000000
10,14,2,99.61,15,100000000
2,6,2,75.0,15,46900000
5,6,2,49.6,15,62000000
4,6,2,75.1,15,93800000
2,15,2,97.26,15,136100000
4,7,2,65.0,15,65300000
5,6,2,117.0,15,121100000
11,12,2,113.91,15,129100000
5,13,2,60.0,15,74100000
4,5,2,34.5,15,21000000
7,8,2,43.9,15,27000000
2,6,2,55.6,15,28100000
12,12,1,38.0,16,19100000
2,9,1,33.6,16,16400000
3,14,2,70.8,16,37900000
5,5,2,119.1,16,72600000
4,4,4,98.0,16,55000000
3,4,4,192.0,16,111600000
3,17,4,104.0,16,109100000
4,8,4,160.0,16,141800000
9,14,3,83.0,16,75700000
7,11,3,115.2,16,58200000
4,6,3,117.8,16,64300000
15,16,3,75.0,16,25400000
8,12,3,65.5,16,24100000
9,14,3,83.0,16,75700000
7,11,3,115.2,16,58200000
4,6,3,117.8,16,64300000
15,16,3,75.0,16,25400000
8,12,3,65.5,16,24100000
3,14,2,70.8,16,37900000
5,5,2,119.1,16,72600000
1,14,2,51.0,16,18700000
4,4,2,52.0,16,31500000
3,45,1,37.7,18,22600000
5,5,1,31.0,18,13400000
2,5,1,30.0,18,16000000
4,11,2,55.0,18,30100000
1,12,2,37.4,18,15500000
5,8,4,140.0,18,70100000
5,8,4,140.0,18,73900000
3,5,4,109.1,18,40400000
18,18,4,230.0,18,139200000
5,14,4,125.0,18,82300000
5,10,4,136.0,18,64700000
10,11,4,152.0,18,176900000
10,18,3,105.6,18,87200000
5,15,3,96.5,18,78600000
17,32,3,83.7,18,83600000
7,14,3,108.1,18,71000000
10,11,3,105.1,18,115800000
1,8,3,74.4,18,28800000
1,15,3,81.0,18,32800000
14,14,3,78.0,18,50500000
10,11,3,105.1,18,115800000
15,34,3,84.5,18,77500000
10,18,3,105.6,18,87200000
5,15,3,96.5,18,78600000
17,32,3,83.7,18,83600000
7,14,3,108.1,18,71000000
10,11,3,105.1,18,115800000
1,8,3,74.4,18,28800000
1,15,3,81.0,18,32800000
14,14,3,78.0,18,50500000
10,11,3,105.1,18,115800000
15,34,3,84.5,18,77500000
4,11,2,55.0,18,30100000
1,12,2,37.4,18,15500000
5,10,2,56.0,18,30000000
6,9,1,33.2,19,16200000
2,4,1,13.8,19,6000000
3,4,1,16.7,19,7200000
2,4,1,18.2,19,7600000
18,18,2,66.0,19,21000000
18,18,2,61.0,19,19400000
2,15,2,74.0,19,44100000
2,8,2,42.3,19,16100000
2,15,2,74.0,19,44100000
5,14,2,47.0,19,15800000
1,5,2,41.0,19,14200000
6,12,2,52.0,19,30500000
4,10,2,89.0,19,61400000
7,11,4,203.0,19,144200000
7,11,4,203.1,19,144300000
7,10,4,201.0,19,142800000
4,12,4,148.7,19,94400000
7,25,4,166.0,19,84700000
3,25,4,135.0,19,87100000
2,23,4,134.2,19,51000000
10,25,4,95.3,19,61500000
8,15,4,105.2,19,66400000
7,25,4,166.0,19,84700000
3,25,4,135.0,19,87100000
22,23,3,128.0,19,54300000
10,25,3,99.0,19,60500000
9,16,3,120.8,19,51800000
3,15,3,104.0,19,62200000
7,34,3,97.4,19,37200000
8,18,3,88.0,19,40900000
8,13,3,86.0,19,45200000
15,34,3,87.0,19,33200000
8,12,3,82.0,19,39900000
22,23,3,128.0,19,54300000
10,25,3,99.0,19,60500000
9,16,3,120.8,19,51800000
3,15,3,104.0,19,62200000
7,34,3,97.4,19,37200000
8,18,3,88.0,19,40900000
8,13,3,86.0,19,45200000
15,34,3,87.0,19,33200000
8,12,3,82.0,19,39900000
18,18,2,66.0,19,21000000
18,18,2,61.0,19,19400000
2,15,2,74.0,19,44100000
2,8,2,42.3,19,16100000
2,15,2,74.0,19,44100000
5,14,2,47.0,19,15800000
1,5,2,41.0,19,14200000
6,12,2,52.0,19,30500000
4,10,2,89.0,19,61400000
4,5,2,50.0,19,19100000
3,12,2,57.0,19,29200000
6,8,1,32.0,20,13400000
5,9,1,31.0,20,13200000
3,42,1,43.4,20,21400000
14,17,2,50.3,20,20100000
13,21,2,43.5,20,18800000
13,21,2,70.0,20,31500000
2,8,2,44.0,20,19000000
9,28,2,72.0,20,32600000
2,5,2,41.4,20,13000000
5,16,2,71.0,20,29500000
10,28,2,64.0,20,34700000
12,13,2,70.0,20,37900000
27,42,4,106.0,20,46500000
15,16,4,109.0,20,52700000
7,21,4,140.0,20,53700000
3,42,4,89.5,20,39200000
25,28,4,135.1,20,63000000
8,9,4,129.0,20,60200000
22,22,4,140.0,20,66100000
12,31,3,64.0,20,34700000
53,57,3,75.2,20,34600000
21,28,3,100.0,20,52800000
12,28,3,116.0,20,44500000
8,21,3,86.1,20,41500000
13,28,3,90.0,20,47500000
6,7,3,80.0,20,26600000
10,16,3,61.2,20,28000000
2,21,3,85.0,20,36500000
25,28,3,108.6,20,38800000
12,31,3,64.0,20,34700000
53,57,3,75.2,20,34600000
21,28,3,100.0,20,52800000
12,28,3,116.0,20,44500000
8,21,3,86.1,20,41500000
13,28,3,90.0,20,47500000
6,7,3,80.0,20,26600000
10,16,3,61.2,20,28000000
2,21,3,85.0,20,36500000
14,17,2,50.3,20,20100000
13,21,2,43.5,20,18800000
13,21,2,70.0,20,31500000
2,8,2,44.0,20,19000000
9,28,2,72.0,20,32600000
2,5,2,41.4,20,13000000
5,16,2,71.0,20,29500000
10,28,2,64.0,20,34700000
12,13,2,70.0,20,37900000
3,25,2,43.2,20,19800000
6,25,2,68.4,20,29500000
3,21,2,70.0,20,32100000
6,15,2,70.0,20,32100000
17,28,2,60.9,20,31000000
5,28,2,86.7,20,47000000
5,9,1,35.0,21,10700000
5,12,2,52.1,21,14100000
3,9,2,44.4,21,11100000
4,9,2,43.9,21,12400000
10,17,5,153.8,21,46300000
5,5,3,73.0,21,23000000
1,5,3,75.0,21,21400000
5,5,3,73.0,21,23000000
1,5,3,75.0,21,21400000
5,12,2,52.1,21,14100000
3,9,2,44.4,21,11100000
4,9,2,43.9,21,12400000
4,6,2,72.0,22,84800000
9,9,2,49.0,22,30500000
4,4,2,68.5,22,66700000
3,6,2,70.0,22,82400000
3,6,2,150.8,22,145600000
12,26,2,54.2,22,52300000
7,8,4,190.0,22,192500000
11,16,4,196.0,22,159600000
5,6,4,95.0,22,80900000
3,6,4,201.0,22,151200000
3,5,4,201.0,22,151200000
3,6,4,200.0,22,150500000
5,8,4,330.0,22,372700000
2,7,4,161.6,22,259500000
2,6,4,166.0,22,125700000
2,7,4,161.6,22,259500000
9,16,4,205.0,22,167000000
2,6,4,165.7,22,132300000
7,7,4,212.3,22,202600000
5,6,4,113.5,22,68400000
5,7,4,125.7,22,135500000
6,7,4,230.7,22,221000000
1,5,4,81.0,22,44400000
5,6,4,113.0,22,68100000
4,6,4,110.0,22,65300000
4,6,4,110.0,22,68700000
2,6,4,165.7,22,124400000
3,5,4,201.0,22,151200000
7,17,4,208.0,22,250600000
12,12,4,176.0,22,211200000
3,6,4,71.0,22,46000000
7,8,3,138.5,22,96800000
8,8,3,81.0,22,44100000
8,8,3,81.0,22,44100000
14,17,3,118.4,22,75200000
5,7,3,104.0,22,119300000
9,16,3,206.0,22,158800000
2,6,3,93.8,22,84600000
4,6,3,140.0,22,106500000
6,13,3,154.0,22,136000000
4,6,3,103.0,22,69200000
7,7,3,132.1,22,78100000
4,6,3,78.0,22,89500000
7,7,3,138.0,22,95200000
4,7,3,140.0,22,174000000
4,16,3,139.0,22,102400000
6,7,3,93.0,22,106100000
6,13,3,134.0,22,118400000
5,6,3,84.6,22,62400000
2,7,3,93.4,22,84300000
4,7,3,88.0,22,65300000
7,8,3,138.5,22,96800000
8,8,3,81.0,22,44100000
8,8,3,81.0,22,44100000
14,17,3,118.4,22,75200000
5,7,3,104.0,22,119300000
9,16,3,206.0,22,158800000
2,6,3,93.8,22,84600000
4,6,3,140.0,22,106500000
6,13,3,154.0,22,136000000
4,6,3,103.0,22,69200000
7,7,3,132.1,22,78100000
4,6,3,78.0,22,89500000
7,7,3,138.0,22,95200000
4,7,3,140.0,22,174000000
4,16,3,139.0,22,102400000
6,7,3,93.0,22,106100000
6,13,3,134.0,22,118400000
5,6,3,84.6,22,62400000
2,7,3,93.4,22,84300000
4,7,3,88.0,22,65300000
4,6,2,72.0,22,84800000
9,9,2,49.0,22,30500000
4,4,2,68.5,22,66700000
3,6,2,70.0,22,82400000
3,6,2,150.8,22,145600000
12,26,2,54.2,22,52300000
4,9,1,32.4,23,10000000
6,28,1,34.0,23,17500000
11,27,1,39.8,23,17500000
4,9,1,30.0,23,10800000
13,23,2,48.0,23,22100000
19,27,2,60.0,23,24000000
9,29,4,79.5,23,39400000
7,13,4,120.0,23,54100000
27,28,4,110.1,23,44400000
4,5,4,99.1,23,29400000
20,26,4,102.4,23,36300000
12,28,4,111.0,23,44800000
3,16,3,51.3,23,18300000
2,10,3,54.5,23,21200000
4,12,3,76.4,23,35900000
19,28,3,86.0,23,34300000
9,10,3,84.3,23,25300000
3,16,3,51.3,23,18300000
2,10,3,54.5,23,21200000
4,12,3,76.4,23,35900000
19,28,3,86.0,23,34300000
9,10,3,84.3,23,25300000
13,23,2,48.0,23,22100000
19,27,2,60.0,23,24000000
18,24,2,53.0,23,19300000
2,27,2,70.0,23,31400000
3,9,1,38.0,24,13800000
8,14,1,26.9,24,16700000
2,8,1,48.7,24,28900000
6,11,1,40.6,24,22200000
1,14,1,44.1,24,28400000
2,31,1,47.2,24,23800000
6,8,2,56.0,24,76100000
4,14,2,45.0,24,25400000
1,12,2,113.0,24,144900000
3,13,2,69.23,24,48000000
3,12,2,66.0,24,89700000
7,16,2,74.0,24,33500000
7,22,2,75.0,24,33900000
6,12,2,59.2,24,80500000
3,8,2,66.0,24,89700000
3,26,2,86.7,24,36900000
1,14,2,49.0,24,28400000
27,41,2,41.1,24,16000000
7,14,2,69.0,24,38900000
25,52,2,70.0,24,35500000
3,28,2,50.4,24,26800000
8,22,2,87.2,24,37200000
20,21,2,87.0,24,52300000
10,17,2,41.2,24,20300000
5,22,2,78.8,24,33600000
8,32,2,84.0,24,34800000
9,14,2,67.0,24,38600000
3,14,2,70.2,24,39600000
3,12,2,66.0,24,89700000
33,41,2,67.0,24,32400000
2,17,2,65.0,24,22900000
4,14,2,43.0,24,24300000
12,14,2,49.2,24,28300000
3,14,2,68.7,24,46700000
22,33,4,181.4,24,143500000
22,33,4,181.4,24,143500000
14,52,4,107.7,24,53600000
2,6,4,214.0,24,275700000
4,12,4,101.0,24,64900000
2,14,4,131.0,24,80000000
11,38,4,150.0,24,75100000
6,12,4,137.0,24,89100000
6,8,4,170.0,24,226600000
2,6,4,214.0,24,275700000
3,8,4,180.0,24,200700000
25,53,4,150.7,24,94200000
8,9,4,150.0,24,199900000
44,53,4,158.0,24,98800000
1,12,4,226.0,24,284100000
12,52,4,107.0,24,67300000
31,53,4,163.0,24,129000000
14,22,4,140.0,24,61500000
9,14,4,101.1,24,65000000
3,14,4,92.0,24,50700000
44,53,4,157.0,24,105600000
22,53,4,130.0,24,102900000
8,9,4,150.0,24,199900000
3,14,4,92.0,24,50700000
11,17,4,140.0,24,81200000
21,44,4,133.0,24,87600000
3,10,4,106.0,24,55200000
3,18,4,102.0,24,53100000
21,44,4,134.0,24,88200000
40,53,4,165.0,24,130500000
40,54,4,165.0,24,130500000
7,19,4,137.0,24,94300000
22,39,4,98.1,24,39800000
3,10,4,180.0,24,200700000
8,14,4,94.0,24,50900000
4,10,4,199.0,24,175400000
18,44,4,195.0,24,162500000
3,9,4,238.2,24,317500000
6,25,4,98.0,24,43800000
10,25,4,98.0,24,55400000
4,24,4,133.0,24,85500000
10,11,4,100.4,24,51100000
13,32,4,117.0,24,77200000
36,38,4,146.0,24,84300000
31,39,4,106.0,24,43000000
44,53,4,157.0,24,98200000
5,12,4,155.2,24,111400000
12,41,4,97.0,24,48200000
10,19,4,185.0,24,73100000
4,6,4,190.6,24,199800000
13,14,4,95.3,24,52700000
36,48,4,145.0,24,83700000
2,14,4,130.4,24,79600000
3,18,4,149.0,24,91200000
10,14,4,129.5,24,78800000
4,12,4,102.2,24,66400000
8,12,4,136.9,24,89000000
2,17,4,160.0,24,95200000
5,19,4,160.0,24,87000000
38,39,4,233.0,24,118000000
3,17,4,194.0,24,118800000
14,17,4,186.5,24,119200000
31,37,4,96.0,24,41300000
8,27,4,108.0,24,46600000
4,40,4,81.4,24,41800000
30,40,4,94.0,24,48300000
7,14,4,95.7,24,51800000
10,14,4,91.5,24,51700000
28,51,4,108.9,24,54200000
5,14,4,98.0,24,54200000
6,14,4,98.0,24,55300000
4,32,4,145.0,24,65200000
4,32,4,145.0,24,65200000
22,27,4,146.8,24,63400000
4,21,4,150.0,24,72800000
13,14,4,95.0,24,52500000
8,14,4,92.8,24,64800000
2,14,4,130.4,24,79600000
2,12,4,136.5,24,86200000
6,12,4,136.5,24,88700000
19,53,4,144.4,24,101600000
5,12,4,136.5,24,87700000
8,12,4,136.9,24,88000000
8,12,4,137.0,24,89100000
25,33,4,151.0,24,94400000
12,13,4,148.0,24,103600000
8,9,4,191.0,24,254600000
2,10,4,262.02,24,337600000
36,52,3,78.0,24,46500000
8,53,3,150.0,24,112300000
11,53,3,96.0,24,71900000
5,15,3,128.6,24,73100000
25,34,3,135.0,24,101100000
22,53,3,130.0,24,97400000
6,8,3,111.0,24,143400000
4,14,3,101.0,24,62900000
13,20,3,110.9,24,62000000
11,12,3,73.0,24,46000000
15,44,3,117.0,24,92300000
9,12,3,101.1,24,63000000
10,14,3,70.2,24,47500000
14,33,3,86.2,24,41900000
10,53,3,94.3,24,70600000
3,8,3,111.0,24,143400000
3,8,3,111.0,24,143400000
6,12,3,110.9,24,143300000
15,19,3,106.0,24,59000000
9,27,3,72.0,24,36000000
30,34,3,108.0,24,80900000
18,40,3,85.0,24,41300000
8,29,3,80.0,24,37100000
13,44,3,110.0,24,86800000
15,19,3,114.8,24,78100000
26,37,3,77.3,24,37200000
40,51,3,78.0,24,37600000
12,51,3,76.0,24,36600000
4,24,3,136.0,24,105300000
40,52,3,78.0,24,40300000
11,25,3,134.0,24,56100000
15,18,3,115.0,24,71800000
22,53,3,130.0,24,97400000
29,40,3,192.0,24,104900000
3,15,3,104.5,24,63700000
4,15,3,62.3,24,30700000
3,8,3,70.5,24,29900000
15,37,3,82.5,24,32500000
20,35,3,86.1,24,33900000
20,31,3,64.0,24,28600000
3,14,3,68.7,24,36800000
35,38,3,109.4,24,48400000
15,51,3,76.0,24,45300000
9,51,3,69.0,24,33300000
3,14,3,70.0,24,37500000
3,14,3,72.0,24,41500000
